,trial,block,s1,s2,connected,response,accuracy,rt,counter,id,condition
17,17,0,./static/experiments/de2/materials/stim_files/10.png,./static/experiments/de2/materials/stim_files/3.png,2,no,,1056,1,42,1
18,18,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/7.png,2,yes,,1027,1,42,1
19,19,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/9.png,2,no,,1711,1,42,1
20,20,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/4.png,2,no,,1096,1,42,1
21,21,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/14.png,2,no,,1064,1,42,1
22,22,0,./static/experiments/de2/materials/stim_files/9.png,./static/experiments/de2/materials/stim_files/4.png,2,no,,1589,1,42,1
23,23,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/4.png,2,yes,,2442,1,42,1
24,24,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/8.png,2,no,,1252,1,42,1
25,25,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/1.png,2,no,,1551,1,42,1
26,26,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/8.png,2,no,,951,1,42,1
27,27,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,867,1,42,1
28,28,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/8.png,2,no,,890,1,42,1
29,29,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,986,1,42,1
30,30,0,./static/experiments/de2/materials/stim_files/8.png,./static/experiments/de2/materials/stim_files/10.png,2,yes,,1137,1,42,1
31,31,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,870,1,42,1
32,0,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/4.png,2,yes,,8201,1,131,2
33,1,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/7.png,2,yes,,3279,1,131,2
34,2,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/14.png,2,yes,,2025,1,131,2
35,3,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/6.png,2,yes,,1612,1,131,2
36,4,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,1819,1,131,2
37,5,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,3471,1,131,2
38,6,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/7.png,2,yes,,1420,1,131,2
39,7,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,900,1,131,2
40,8,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/11.png,2,yes,,642,1,131,2
41,9,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/11.png,2,yes,,683,1,131,2
42,10,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/5.png,2,yes,,1646,1,131,2
43,11,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/7.png,2,yes,,1976,1,131,2
44,12,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/8.png,2,yes,,1433,1,131,2
45,13,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/5.png,2,yes,,2236,1,131,2
46,14,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/15.png,2,yes,,4143,1,131,2
47,15,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/3.png,2,yes,,1870,1,131,2
48,16,0,./static/experiments/de2/materials/stim_files/5.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,1791,1,131,2
49,17,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/15.png,2,no,,2119,1,131,2
50,18,0,./static/experiments/de2/materials/stim_files/10.png,./static/experiments/de2/materials/stim_files/10.png,2,yes,,3105,1,131,2
51,19,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/1.png,2,no,,2122,1,131,2
52,20,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/14.png,2,no,,2662,1,131,2
53,21,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,963,1,131,2
54,22,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/3.png,2,no,,4002,1,131,2
55,23,0,./static/experiments/de2/materials/stim_files/9.png,./static/experiments/de2/materials/stim_files/8.png,2,yes,,1426,1,131,2
56,24,0,./static/experiments/de2/materials/stim_files/11.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,1691,1,131,2
57,25,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/6.png,2,yes,,946,1,131,2
58,26,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,1424,1,131,2
59,27,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/9.png,2,yes,,1019,1,131,2
60,28,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/12.png,2,yes,,856,1,131,2
61,29,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/7.png,2,yes,,1289,1,131,2
62,30,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,2146,1,131,2
63,31,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,856,1,131,2
64,0,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/4.png,2,no,,3342,1,219,2
65,1,0,./static/experiments/de2/materials/stim_files/10.png,./static/experiments/de2/materials/stim_files/11.png,2,no,,3297,1,219,2
66,2,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/14.png,2,yes,,2499,1,219,2
67,3,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/12.png,2,yes,,1675,1,219,2
68,4,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/8.png,2,yes,,2089,1,219,2
69,5,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,2778,1,219,2
70,6,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,2683,1,219,2
71,7,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,1584,1,219,2
72,8,0,./static/experiments/de2/materials/stim_files/9.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,2035,1,219,2
73,9,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/10.png,2,no,,2729,1,219,2
74,10,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,1285,1,219,2
75,11,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/15.png,2,yes,,1287,1,219,2
76,12,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/4.png,2,no,,1587,1,219,2
77,13,0,./static/experiments/de2/materials/stim_files/11.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,2496,1,219,2
78,14,0,./static/experiments/de2/materials/stim_files/11.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,2709,1,219,2
79,15,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,1479,1,219,2
80,16,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/15.png,2,yes,,4613,1,219,2
81,17,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/8.png,2,yes,,1918,1,219,2
82,18,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/16.png,2,yes,,1084,1,219,2
83,19,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/10.png,2,no,,2537,1,219,2
84,20,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/13.png,2,no,,1292,1,219,2
85,21,0,./static/experiments/de2/materials/stim_files/10.png,./static/experiments/de2/materials/stim_files/6.png,2,yes,,3741,1,219,2
86,22,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/10.png,2,yes,,1053,1,219,2
87,23,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,1474,1,219,2
88,24,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,850,1,219,2
89,25,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/9.png,2,no,,1029,1,219,2
90,26,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/7.png,2,yes,,1614,1,219,2
91,27,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/13.png,2,no,,1133,1,219,2
92,28,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/5.png,2,yes,,1458,1,219,2
93,29,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/14.png,2,no,,1206,1,219,2
94,30,0,./static/experiments/de2/materials/stim_files/5.png,./static/experiments/de2/materials/stim_files/14.png,2,yes,,971,1,219,2
95,31,0,./static/experiments/de2/materials/stim_files/9.png,./static/experiments/de2/materials/stim_files/10.png,2,no,,1050,1,219,2
96,0,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/2.png,2,no,,8062,0,253,2
97,1,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,2461,0,253,2
98,2,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/3.png,2,yes,,4014,0,253,2
99,3,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/13.png,2,no,,2818,0,253,2
100,4,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,2639,0,253,2
101,5,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/15.png,2,no,,3621,0,253,2
102,6,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/1.png,2,no,,3491,0,253,2
103,7,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/14.png,2,yes,,3059,0,253,2
104,8,0,./static/experiments/de2/materials/stim_files/8.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,2171,0,253,2
105,9,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/16.png,2,yes,,2261,0,253,2
106,10,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/5.png,2,yes,,2154,0,253,2
107,11,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/12.png,2,no,,1915,0,253,2
108,12,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/13.png,2,no,,2453,0,253,2
109,13,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/2.png,2,no,,1990,0,253,2
110,14,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,2297,0,253,2
111,15,0,./static/experiments/de2/materials/stim_files/8.png,./static/experiments/de2/materials/stim_files/11.png,2,no,,1664,0,253,2
112,16,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/7.png,2,no,,2906,0,253,2
113,17,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/8.png,2,no,,1557,0,253,2
114,18,0,./static/experiments/de2/materials/stim_files/11.png,./static/experiments/de2/materials/stim_files/7.png,2,no,,2471,0,253,2
115,19,0,./static/experiments/de2/materials/stim_files/10.png,./static/experiments/de2/materials/stim_files/5.png,2,no,,6868,0,253,2
116,20,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/12.png,2,no,,1322,0,253,2
117,21,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/9.png,2,no,,4531,0,253,2
118,22,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/5.png,2,no,,2610,0,253,2
119,23,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/11.png,2,no,,1708,0,253,2
120,24,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/12.png,2,no,,1723,0,253,2
121,25,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/12.png,2,yes,,1978,0,253,2
122,26,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/2.png,2,no,,3876,0,253,2
123,27,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,3374,0,253,2
124,28,0,./static/experiments/de2/materials/stim_files/10.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,1705,0,253,2
125,29,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,3560,0,253,2
126,30,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/15.png,2,yes,,2543,0,253,2
127,31,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/14.png,2,yes,,2458,0,253,2
128,0,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,5320,0,124,1
129,1,0,./static/experiments/de2/materials/stim_files/5.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,979,0,124,1
130,2,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,984,0,124,1
131,3,0,./static/experiments/de2/materials/stim_files/8.png,./static/experiments/de2/materials/stim_files/15.png,2,yes,,1150,0,124,1
132,4,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,1110,0,124,1
133,5,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/14.png,2,yes,,1102,0,124,1
134,6,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/16.png,2,yes,,1059,0,124,1
135,7,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,853,0,124,1
136,8,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/4.png,2,no,,2466,0,124,1
137,9,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/16.png,2,yes,,1033,0,124,1
138,10,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,758,0,124,1
139,11,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/10.png,2,no,,1276,0,124,1
140,12,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/15.png,2,no,,972,0,124,1
141,13,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,1021,0,124,1
142,14,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,709,0,124,1
143,15,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,948,0,124,1
144,16,0,./static/experiments/de2/materials/stim_files/9.png,./static/experiments/de2/materials/stim_files/9.png,2,no,,1059,0,124,1
145,17,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,1056,0,124,1
146,18,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,747,0,124,1
147,19,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/16.png,2,yes,,661,0,124,1
148,20,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/8.png,2,yes,,830,0,124,1
149,21,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,3731,0,124,1
150,22,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/9.png,2,yes,,2807,0,124,1
151,23,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/3.png,2,yes,,795,0,124,1
152,24,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/6.png,2,yes,,8213,0,124,1
153,25,0,./static/experiments/de2/materials/stim_files/8.png,./static/experiments/de2/materials/stim_files/2.png,2,yes,,1040,0,124,1
154,26,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/7.png,2,yes,,1174,0,124,1
155,27,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/10.png,2,no,,4156,0,124,1
156,28,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/9.png,2,yes,,950,0,124,1
157,29,0,./static/experiments/de2/materials/stim_files/5.png,./static/experiments/de2/materials/stim_files/6.png,2,no,,1092,0,124,1
158,30,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/8.png,2,yes,,1730,0,124,1
159,31,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,992,0,124,1
160,0,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,1198,1,198,1
161,1,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/15.png,2,yes,,980,1,198,1
162,2,0,./static/experiments/de2/materials/stim_files/12.png,./static/experiments/de2/materials/stim_files/8.png,2,no,,26525,1,198,1
163,3,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/12.png,2,no,,922,1,198,1
164,4,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/8.png,2,no,,1091,1,198,1
165,5,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,872,1,198,1
166,6,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/11.png,2,no,,693,1,198,1
167,7,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/13.png,2,no,,1292,1,198,1
168,8,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/4.png,2,no,,1130,1,198,1
169,9,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,813,1,198,1
170,10,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/15.png,2,no,,603,1,198,1
171,11,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/14.png,2,no,,773,1,198,1
172,12,0,./static/experiments/de2/materials/stim_files/5.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,807,1,198,1
173,13,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/13.png,2,yes,,904,1,198,1
174,14,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/1.png,2,yes,,836,1,198,1
175,15,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/3.png,2,no,,988,1,198,1
176,16,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/14.png,2,yes,,858,1,198,1
177,17,0,./static/experiments/de2/materials/stim_files/11.png,./static/experiments/de2/materials/stim_files/9.png,2,yes,,972,1,198,1
178,18,0,./static/experiments/de2/materials/stim_files/11.png,./static/experiments/de2/materials/stim_files/16.png,2,no,,1085,1,198,1
179,19,0,./static/experiments/de2/materials/stim_files/5.png,./static/experiments/de2/materials/stim_files/10.png,2,no,,756,1,198,1
180,20,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/15.png,2,no,,1005,1,198,1
181,21,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/15.png,2,no,,850,1,198,1
182,22,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/2.png,2,no,,1099,1,198,1
183,23,0,./static/experiments/de2/materials/stim_files/8.png,./static/experiments/de2/materials/stim_files/6.png,2,yes,,1114,1,198,1
184,24,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/1.png,2,no,,1104,1,198,1
185,25,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/14.png,2,no,,739,1,198,1
186,26,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/6.png,2,yes,,1584,1,198,1
187,27,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/2.png,2,no,,1387,1,198,1
188,28,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/7.png,2,yes,,896,1,198,1
189,29,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/9.png,2,no,,2087,1,198,1
190,30,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/5.png,2,no,,830,1,198,1
191,31,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/11.png,2,no,,847,1,198,1
192,0,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/1.png,2,no,,3173,0,108,3
193,1,0,./static/experiments/de2/materials/stim_files/11.png,./static/experiments/de2/materials/stim_files/1.png,2,no,,2876,0,108,3
194,2,0,./static/experiments/de2/materials/stim_files/13.png,./static/experiments/de2/materials/stim_files/14.png,2,yes,,3690,0,108,3
195,3,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/7.png,2,no,,2308,0,108,3
196,4,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/6.png,2,no,,1227,0,108,3
197,5,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/1.png,2,no,,2121,0,108,3
198,6,0,./static/experiments/de2/materials/stim_files/3.png,./static/experiments/de2/materials/stim_files/5.png,2,no,,6664,0,108,3
199,7,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/15.png,2,no,,1397,0,108,3
200,8,0,./static/experiments/de2/materials/stim_files/2.png,./static/experiments/de2/materials/stim_files/13.png,2,no,,1381,0,108,3
201,9,0,./static/experiments/de2/materials/stim_files/7.png,./static/experiments/de2/materials/stim_files/6.png,2,yes,,3617,0,108,3
202,10,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/1.png,2,no,,1153,0,108,3
203,11,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/13.png,2,no,,1551,0,108,3
204,12,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/2.png,2,no,,1349,0,108,3
205,13,0,./static/experiments/de2/materials/stim_files/6.png,./static/experiments/de2/materials/stim_files/6.png,2,no,,3967,0,108,3
206,14,0,./static/experiments/de2/materials/stim_files/16.png,./static/experiments/de2/materials/stim_files/8.png,2,no,,2242,0,108,3
207,15,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/7.png,2,no,,2137,0,108,3
208,16,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/6.png,2,no,,1845,0,108,3
209,17,0,./static/experiments/de2/materials/stim_files/5.png,./static/experiments/de2/materials/stim_files/8.png,2,no,,6423,0,108,3
210,18,0,./static/experiments/de2/materials/stim_files/1.png,./static/experiments/de2/materials/stim_files/10.png,2,no,,1145,0,108,3
211,19,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/2.png,2,no,,1926,0,108,3
212,20,0,./static/experiments/de2/materials/stim_files/14.png,./static/experiments/de2/materials/stim_files/7.png,2,no,,1552,0,108,3
213,21,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/3.png,2,no,,1706,0,108,3
214,22,0,./static/experiments/de2/materials/stim_files/4.png,./static/experiments/de2/materials/stim_files/12.png,2,no,,1706,0,108,3
215,23,0,./static/experiments/de2/materials/stim_files/15.png,./static/experiments/de2/materials/stim_files/11.png,2,no,,5568,0,108,3
