id-61,classification_train,3,0,0,./materials/stimuli/stim3/i-0.png,Setosa,Versicolor,False,3.201631702017039,na,na
id-61,classification_train,3,0,1,./materials/stimuli/stim3/i-3.png,Setosa,Versicolor,False,1.4771379297599196,na,na
id-61,classification_train,3,0,2,./materials/stimuli/stim3/i-4.png,Setosa,Setosa,True,0.18986322591081262,na,na
id-61,classification_train,3,0,3,./materials/stimuli/stim3/i-11.png,Versicolor,Setosa,False,1.3253710363060236,na,na
id-61,classification_train,3,0,4,./materials/stimuli/stim3/i-15.png,Versicolor,Setosa,False,0.24699332285672426,na,na
id-61,classification_train,3,0,5,./materials/stimuli/stim3/i-5.png,Setosa,Setosa,True,1.0420734528452158,na,na
id-61,classification_train,3,0,6,./materials/stimuli/stim3/i-2.png,Setosa,Setosa,True,1.5956705566495657,na,na
id-61,classification_train,3,0,7,./materials/stimuli/stim3/i-6.png,Setosa,Setosa,True,1.092822213191539,na,na
id-61,classification_train,3,0,8,./materials/stimuli/stim3/i-7.png,Setosa,Versicolor,False,0.4609301625750959,na,na
id-61,classification_train,3,0,9,./materials/stimuli/stim3/i-13.png,Versicolor,Versicolor,True,0.012514703441411257,na,na
id-61,classification_train,3,0,10,./materials/stimuli/stim3/i-1.png,Setosa,Setosa,True,0.10635991673916578,na,na
id-61,classification_train,3,0,11,./materials/stimuli/stim3/i-12.png,Versicolor,Versicolor,True,0.4015574106015265,na,na
id-61,classification_train,3,0,12,./materials/stimuli/stim3/i-9.png,Versicolor,Versicolor,True,0.23875734256580472,na,na
id-61,classification_train,3,0,13,./materials/stimuli/stim3/i-8.png,Versicolor,Versicolor,True,1.035128969233483,na,na
id-61,classification_train,3,0,14,./materials/stimuli/stim3/i-10.png,Versicolor,Versicolor,True,0.26591651095077395,na,na
id-61,classification_train,3,0,15,./materials/stimuli/stim3/i-14.png,Versicolor,Versicolor,True,0.08346424298360944,na,na
id-61,classification_train,3,1,16,./materials/stimuli/stim3/i-6.png,Setosa,Setosa,True,0.03014209121465683,na,na
id-61,classification_train,3,1,17,./materials/stimuli/stim3/i-3.png,Setosa,Setosa,True,0.6333477566950023,na,na
id-61,classification_train,3,1,18,./materials/stimuli/stim3/i-11.png,Versicolor,Versicolor,True,0.4542925786226988,na,na
id-61,classification_train,3,1,19,./materials/stimuli/stim3/i-10.png,Versicolor,Versicolor,True,0.22217017086222768,na,na
id-61,classification_train,3,1,20,./materials/stimuli/stim3/i-1.png,Setosa,Setosa,True,0.8812985285185277,na,na
