id,phase,condition,block,trial,stim_id,category,response,isCorrect,rt,_,__
id-34,classification_train,3,0,0,i-15,Versicolor,Setosa,False,1.2427231940673664,na,na
id-34,classification_train,3,0,1,i-14,Versicolor,Versicolor,True,0.7248307927511632,na,na
id-34,classification_train,3,0,2,i-0,Setosa,Versicolor,False,0.2339188546175137,na,na
id-34,classification_train,3,0,3,i-3,Setosa,Setosa,True,0.535852670785971,na,na
id-34,classification_train,3,0,4,i-12,Versicolor,Versicolor,True,1.6626432351768017,na,na
id-34,classification_train,3,0,5,i-11,Versicolor,Setosa,False,0.0001834100112318993,na,na
id-34,classification_train,3,0,6,i-2,Setosa,Versicolor,False,1.5230212582973763,na,na
id-34,classification_train,3,0,7,i-1,Setosa,Setosa,True,1.0304569754516706,na,na
id-34,classification_train,3,0,8,i-6,Setosa,Versicolor,False,0.4737713851500303,na,na
id-34,classification_train,3,0,9,i-9,Versicolor,Setosa,False,0.10998869081959127,na,na
id-34,classification_train,3,0,10,i-5,Setosa,Versicolor,False,4.210734381340444,na,na
id-34,classification_train,3,0,11,i-8,Versicolor,Versicolor,True,2.1745648813666776,na,na
id-34,classification_train,3,0,12,i-13,Versicolor,Versicolor,True,0.28440624836366624,na,na
id-34,classification_train,3,0,13,i-4,Setosa,Setosa,True,2.113711515441537,na,na
id-34,classification_train,3,0,14,i-7,Setosa,Versicolor,False,0.000247636460699141,na,na
id-34,classification_train,3,0,15,i-10,Versicolor,Setosa,False,0.5153607481624931,na,na
id-34,classification_train,3,1,16,i-9,Versicolor,Versicolor,True,0.014990617637522519,na,na
id-34,classification_train,3,1,17,i-2,Setosa,Versicolor,False,0.00024829863104969263,na,na
id-34,classification_train,3,1,18,i-8,Versicolor,Setosa,False,0.8377182875992729,na,na
id-34,classification_train,3,1,19,i-11,Versicolor,Versicolor,True,1.365262554376386,na,na
id-34,classification_train,3,1,20,i-5,Setosa,Setosa,True,1.8111917143687608,na,na
id-34,classification_train,3,1,21,i-4,Setosa,Setosa,True,0.5519053445896134,na,na
id-34,classification_train,3,1,22,i-3,Setosa,Setosa,True,0.4539084857096896,na,na
id-34,classification_train,3,1,23,i-10,Versicolor,Setosa,False,0.6786512151593342,na,na
id-34,classification_train,3,1,24,i-6,Setosa,Setosa,True,1.5086993917357177,na,na
id-34,classification_train,3,1,25,i-12,Versicolor,Versicolor,True,0.4678913418902084,na,na
id-34,classification_train,3,1,26,i-1,Setosa,Versicolor,False,0.9026718921959399,na,na
id-34,classification_train,3,1,27,i-0,Setosa,Setosa,True,0.03178388345986605,na,na
id-34,classification_train,3,1,28,i-15,Versicolor,Versicolor,True,0.5585196897154674,na,na
id-34,classification_train,3,1,29,i-7,Setosa,Versicolor,False,1.1297681619180366,na,na
id-34,classification_train,3,1,30,i-14,Versicolor,Versicolor,True,0.8177388533949852,na,na
id-34,classification_train,3,1,31,i-13,Versicolor,Versicolor,True,0.2121731893857941,na,na
id-34,classification_train,3,2,32,i-3,Setosa,Setosa,True,0.7388411272550002,na,na
id-34,classification_train,3,2,33,i-5,Setosa,Setosa,True,0.6523620154475793,na,na
id-34,classification_train,3,2,34,i-0,Setosa,Versicolor,False,0.8444534714799374,na,na
id-34,classification_train,3,2,35,i-8,Versicolor,Setosa,False,0.5921886566793546,na,na
id-34,classification_train,3,2,36,i-6,Setosa,Setosa,True,0.7875182582065463,na,na
id-34,classification_train,3,2,37,i-1,Setosa,Versicolor,False,3.5121765661751847,na,na
id-34,classification_train,3,2,38,i-11,Versicolor,Setosa,False,0.3994065993465483,na,na
id-34,classification_train,3,2,39,i-2,Setosa,Setosa,True,0.039358647889457636,na,na
id-34,classification_train,3,2,40,i-10,Versicolor,Versicolor,True,0.202755055623129,na,na
id-34,classification_train,3,2,41,i-4,Setosa,Versicolor,False,0.25823358341585845,na,na
id-34,classification_train,3,2,42,i-7,Setosa,Versicolor,False,0.7141797735821456,na,na
id-34,classification_train,3,2,43,i-15,Versicolor,Versicolor,True,0.00024962297175079584,na,na
id-34,classification_train,3,2,44,i-13,Versicolor,Versicolor,True,0.30132631200831383,na,na
id-34,classification_train,3,2,45,i-9,Versicolor,Setosa,False,0.2045143344439566,na,na
id-34,classification_train,3,2,46,i-14,Versicolor,Versicolor,True,0.52524932497181,na,na
id-34,classification_train,3,2,47,i-12,Versicolor,Versicolor,True,0.16129381477367133,na,na
id-34,classification_train,3,3,48,i-2,Setosa,Setosa,True,1.0898973565781491,na,na
id-34,classification_train,3,3,49,i-3,Setosa,Setosa,True,0.4868901619920507,na,na
id-34,classification_train,3,3,50,i-1,Setosa,Setosa,True,0.6982664781389758,na,na
id-34,classification_train,3,3,51,i-13,Versicolor,Versicolor,True,0.0002598859136924148,na,na
id-34,classification_train,3,3,52,i-5,Setosa,Setosa,True,0.4861750619020313,na,na
id-34,classification_train,3,3,53,i-7,Setosa,Versicolor,False,0.9246923413593322,na,na
id-34,classification_train,3,3,54,i-15,Versicolor,Versicolor,True,0.21979860658757389,na,na
id-34,classification_train,3,3,55,i-12,Versicolor,Setosa,False,1.0016794920666143,na,na
id-34,classification_train,3,3,56,i-0,Setosa,Setosa,True,0.3209415749879554,na,na
id-34,classification_train,3,3,57,i-10,Versicolor,Setosa,False,0.0001764575717970729,na,na
id-34,classification_train,3,3,58,i-14,Versicolor,Versicolor,True,0.00024896080140024424,na,na
id-34,classification_train,3,3,59,i-9,Versicolor,Setosa,False,0.3115525750909001,na,na
id-34,classification_train,3,3,60,i-4,Setosa,Versicolor,False,0.21040298533625898,na,na
id-34,classification_train,3,3,61,i-8,Versicolor,Setosa,False,0.2403872002614662,na,na
id-34,classification_train,3,3,62,i-11,Versicolor,Versicolor,True,0.4576015144120902,na,na
id-34,classification_train,3,3,63,i-6,Setosa,Setosa,True,0.2574903428321704,na,na
id-34,classification_train,3,4,64,i-14,Versicolor,Versicolor,True,0.19601225736550987,na,na
id-34,classification_train,3,4,65,i-2,Setosa,Setosa,True,0.22223557508550584,na,na
id-34,classification_train,3,4,66,i-8,Versicolor,Versicolor,True,0.832997964695096,na,na
id-34,classification_train,3,4,67,i-13,Versicolor,Versicolor,True,0.5006184292724356,na,na
id-34,classification_train,3,4,68,i-9,Versicolor,Versicolor,True,0.19262380828149614,na,na
id-34,classification_train,3,4,69,i-3,Setosa,Setosa,True,0.27087794430553913,na,na
id-34,classification_train,3,4,70,i-10,Versicolor,Versicolor,True,0.00024697440676391125,na,na
id-34,classification_train,3,4,71,i-7,Setosa,Setosa,True,0.3279899462359026,na,na
id-34,classification_test_gen,3,0,0,i-3,Setosa,Versicolor,gen,0.7352480801055208,na,na
id-34,classification_test_gen,3,0,1,i-13,Versicolor,Versicolor,gen,0.6119830256793648,na,na
id-34,classification_test_gen,3,0,2,i-12,Versicolor,Versicolor,gen,0.4035346473101527,na,na
id-34,classification_test_gen,3,0,3,g-0,gen,Setosa,gen,2.153784270165488,na,na
id-34,classification_test_gen,3,0,4,i-2,Setosa,Setosa,gen,0.0001751333475112915,na,na
id-34,classification_test_gen,3,0,5,g-1,gen,Setosa,gen,0.5522715023253113,na,na
id-34,classification_test_gen,3,0,6,i-9,Versicolor,Versicolor,gen,0.00024896080140024424,na,na
id-34,classification_test_gen,3,0,7,i-11,Versicolor,Versicolor,gen,1.7214195001870394,na,na
id-34,classification_test_gen,3,0,8,i-7,Setosa,Setosa,gen,0.00017215381376445293,na,na
id-34,classification_test_gen,3,0,9,i-15,Versicolor,Versicolor,gen,2.265295197255909,na,na
id-34,classification_test_gen,3,0,10,g-10,gen,Setosa,gen,0.7972330258926377,na,na
id-34,classification_test_gen,3,0,11,g-13,gen,Setosa,gen,0.26752988528460264,na,na
id-34,classification_test_gen,3,0,12,i-8,Versicolor,Versicolor,gen,0.06047628319356591,na,na
id-34,classification_test_gen,3,0,13,g-5,gen,Versicolor,gen,0.00024730549193918705,na,na
id-34,classification_test_gen,3,0,14,i-6,Setosa,Setosa,gen,2.3086166918510567,na,na
id-34,classification_test_gen,3,0,15,i-10,Versicolor,Versicolor,gen,0.24873169045895335,na,na
id-34,classification_test_gen,3,0,16,g-7,gen,Setosa,gen,1.1046327232616022,na,na
id-34,classification_test_gen,3,0,17,g-8,gen,Versicolor,gen,0.11876985558774322,na,na
id-34,classification_test_gen,3,0,18,i-5,Setosa,Setosa,gen,0.0001738090068101883,na,na
id-34,classification_test_gen,3,0,19,g-6,gen,Setosa,gen,0.00017447117716073993,na,na
id-34,classification_test_gen,3,0,20,i-4,Setosa,Versicolor,gen,0.00024631223641335964,na,na
id-34,classification_test_gen,3,0,21,g-3,gen,Versicolor,gen,0.5273909836541861,na,na
id-34,classification_test_gen,3,0,22,g-4,gen,Versicolor,gen,0.9738025051774456,na,na
id-34,classification_test_gen,3,0,23,g-12,gen,Setosa,gen,0.1924397363327444,na,na
id-34,classification_test_gen,3,0,24,i-14,Versicolor,Versicolor,gen,0.056119469460099936,na,na
id-34,classification_test_gen,3,0,25,g-11,gen,Setosa,gen,0.9232442636275664,na,na
id-34,classification_test_gen,3,0,26,g-2,gen,Setosa,gen,0.2848190863151103,na,na
id-34,classification_test_gen,3,0,27,g-9,gen,Setosa,gen,0.0979862647363916,na,na
id-34,classification_test_gen,3,0,28,i-1,Setosa,Setosa,gen,0.0001751333475112915,na,na
id-34,classification_test_gen,3,0,29,i-0,Setosa,Setosa,gen,1.6861111001344398,na,na
id-63,classification_train,2,0,0,i-5,Setosa,Versicolor,False,2.384182197507471,na,na
id-63,classification_train,2,0,1,i-11,Versicolor,Versicolor,True,1.0714135789312422,na,na
id-63,classification_train,2,0,2,i-8,Versicolor,Versicolor,True,2.8445274461992085,na,na
id-63,classification_train,2,0,3,i-6,Setosa,Setosa,True,1.1615529111586511,na,na
id-63,classification_train,2,0,4,i-3,Setosa,Setosa,True,2.0942826229147613,na,na
id-63,classification_train,2,0,5,i-9,Versicolor,Versicolor,True,1.1603782889433203,na,na
id-63,classification_train,2,0,6,i-10,Versicolor,Versicolor,True,1.0535562112927437,na,na
id-63,classification_train,2,0,7,i-1,Setosa,Setosa,True,0.5081942141987383,na,na
id-63,classification_train,2,0,8,i-14,Versicolor,Versicolor,True,0.7762954114004971,na,na
id-63,classification_train,2,0,9,i-13,Versicolor,Versicolor,True,0.587046183180064,na,na
id-63,classification_train,2,0,10,i-12,Versicolor,Versicolor,True,0.00025194138288497925,na,na
id-63,classification_train,2,0,11,i-7,Setosa,Setosa,True,0.19731863029301167,na,na
id-63,classification_train,2,0,12,i-4,Setosa,Setosa,True,0.8892773031257093,na,na
id-63,classification_train,2,0,13,i-2,Setosa,Setosa,True,0.13286803103983402,na,na
id-63,classification_train,2,0,14,i-15,Versicolor,Versicolor,True,0.3300979360938072,na,na
id-63,classification_train,2,0,15,i-0,Setosa,Setosa,True,0.3584249336272478,na,na
id-63,classification_train,2,1,16,i-11,Versicolor,Versicolor,True,1.5948129906319082,na,na
id-63,classification_train,2,1,17,i-10,Versicolor,Versicolor,True,0.20367178646847608,na,na
id-63,classification_train,2,1,18,i-7,Setosa,Setosa,True,0.6074904999695718,na,na
id-63,classification_train,2,1,19,i-13,Versicolor,Versicolor,True,0.2802566159516573,na,na
id-63,classification_train,2,1,20,i-2,Setosa,Setosa,True,0.5610704156570137,na,na
id-63,classification_train,2,1,21,i-3,Setosa,Setosa,True,0.9486351143568754,na,na
id-63,classification_train,2,1,22,i-12,Versicolor,Versicolor,True,0.031888936646282666,na,na
id-63,classification_train,2,1,23,i-4,Setosa,Setosa,True,0.10938254231587052,na,na
id-63,classification_train,2,1,24,i-14,Versicolor,Versicolor,True,0.7378513687290251,na,na
id-63,classification_train,2,1,25,i-1,Setosa,Setosa,True,0.7501137214712799,na,na
id-63,classification_train,2,1,26,i-0,Setosa,Setosa,True,1.1312709688208995,na,na
id-63,classification_test_gen,2,0,0,i-1,Setosa,Setosa,gen,2.5943922060541813,na,na
id-63,classification_test_gen,2,0,1,g-2,gen,Versicolor,gen,0.6148438062518835,na,na
id-63,classification_test_gen,2,0,2,i-0,Setosa,Setosa,gen,1.104293396230787,na,na
id-63,classification_test_gen,2,0,3,i-13,Versicolor,Versicolor,gen,0.022518445271998644,na,na
id-63,classification_test_gen,2,0,4,i-8,Versicolor,Versicolor,gen,0.00025425851345062256,na,na
id-63,classification_test_gen,2,0,5,i-15,Versicolor,Versicolor,gen,0.00025392789393663406,na,na
id-63,classification_test_gen,2,0,6,i-6,Setosa,Setosa,gen,0.00017745140939950946,na,na
id-63,classification_test_gen,2,0,7,i-5,Setosa,Setosa,gen,0.14431099547073245,na,na
id-63,classification_test_gen,2,0,8,g-6,gen,Versicolor,gen,0.07435344438999891,na,na
id-63,classification_test_gen,2,0,9,g-1,gen,Setosa,gen,0.3017603438347578,na,na
id-63,classification_test_gen,2,0,10,g-12,gen,Versicolor,gen,0.2810846120119095,na,na
id-63,classification_test_gen,2,0,11,i-11,Versicolor,Versicolor,gen,0.3233713377267122,na,na
id-63,classification_test_gen,2,0,12,i-9,Versicolor,Versicolor,gen,0.06937388144433497,na,na
id-63,classification_test_gen,2,0,13,i-4,Setosa,Setosa,gen,0.00017910636961460114,na,na
id-63,classification_test_gen,2,0,14,g-8,gen,Versicolor,gen,0.08255063835531473,na,na
id-63,classification_test_gen,2,0,15,i-12,Versicolor,Versicolor,gen,0.14251065906137228,na,na
id-63,classification_test_gen,2,0,16,g-10,gen,Versicolor,gen,0.4360681809484959,na,na
id-63,classification_test_gen,2,0,17,g-3,gen,Versicolor,gen,1.8808947121724489,na,na
id-63,classification_test_gen,2,0,18,g-11,gen,Versicolor,gen,0.5904333186335862,na,na
id-63,classification_test_gen,2,0,19,i-10,Versicolor,Versicolor,gen,0.25924418959766626,na,na
id-63,classification_test_gen,2,0,20,g-13,gen,Setosa,gen,0.01272452063858509,na,na
id-63,classification_test_gen,2,0,21,i-2,Setosa,Setosa,gen,2.4010258410125966,na,na
id-63,classification_test_gen,2,0,22,i-3,Setosa,Setosa,gen,0.624251046217978,na,na
id-63,classification_test_gen,2,0,23,i-7,Setosa,Setosa,gen,0.5537733905948699,na,na
id-63,classification_test_gen,2,0,24,i-14,Versicolor,Versicolor,gen,0.035787900909781456,na,na
id-63,classification_test_gen,2,0,25,g-9,gen,Versicolor,gen,2.2385221081785858,na,na
id-63,classification_test_gen,2,0,26,g-4,gen,Versicolor,gen,0.5537439258769155,na,na
id-63,classification_test_gen,2,0,27,g-5,gen,Versicolor,gen,0.3776962840929627,na,na
id-63,classification_test_gen,2,0,28,g-7,gen,Versicolor,gen,0.5649882503785193,na,na
id-63,classification_test_gen,2,0,29,g-0,gen,Setosa,gen,0.7251556506380439,na,na
id-32,classification_train,3,0,0,i-15,Versicolor,Setosa,False,3.130361199844629,na,na
id-32,classification_train,3,0,1,i-13,Versicolor,Versicolor,True,1.5156226721592247,na,na
id-32,classification_train,3,0,2,i-12,Versicolor,Versicolor,True,0.15920631540939212,na,na
id-32,classification_train,3,0,3,i-3,Setosa,Versicolor,False,0.0002562450245022774,na,na
id-32,classification_train,3,0,4,i-8,Versicolor,Setosa,False,0.1010721237398684,na,na
id-32,classification_train,3,0,5,i-7,Setosa,Setosa,True,0.5873583783395588,na,na
id-32,classification_train,3,0,6,i-1,Setosa,Setosa,True,0.5558187165297568,na,na
id-32,classification_train,3,0,7,i-11,Versicolor,Versicolor,True,0.0002453201450407505,na,na
id-32,classification_train,3,0,8,i-5,Setosa,Versicolor,False,0.4141863752156496,na,na
id-32,classification_train,3,0,9,i-9,Versicolor,Setosa,False,0.3561495174653828,na,na
id-32,classification_train,3,0,10,i-6,Setosa,Versicolor,False,1.8413402740843596,na,na
id-32,classification_train,3,0,11,i-4,Setosa,Versicolor,False,0.3016693005338311,na,na
id-32,classification_train,3,0,12,i-14,Versicolor,Setosa,False,0.9747615167871118,na,na
id-32,classification_train,3,0,13,i-0,Setosa,Setosa,True,1.9055657489225268,na,na
id-32,classification_train,3,0,14,i-10,Versicolor,Versicolor,True,2.8158766659908,na,na
id-32,classification_train,3,0,15,i-2,Setosa,Setosa,True,0.10784275410696864,na,na
id-32,classification_train,3,1,16,i-13,Versicolor,Versicolor,True,0.05631034914404154,na,na
id-32,classification_train,3,1,17,i-12,Versicolor,Setosa,False,0.3061857027933001,na,na
id-32,classification_train,3,1,18,i-4,Setosa,Versicolor,False,1.0913795055821538,na,na
id-32,classification_train,3,1,19,i-3,Setosa,Setosa,True,1.1344958823174238,na,na
id-32,classification_train,3,1,20,i-0,Setosa,Setosa,True,0.4164809938520193,na,na
id-32,classification_train,3,1,21,i-2,Setosa,Setosa,True,0.11242371378466487,na,na
id-32,classification_train,3,1,22,i-11,Versicolor,Versicolor,True,0.25245667481794953,na,na
id-32,classification_train,3,1,23,i-1,Setosa,Setosa,True,0.03797426028177142,na,na
id-32,classification_train,3,1,24,i-7,Setosa,Versicolor,False,1.2352071446366608,na,na
id-32,classification_train,3,1,25,i-9,Versicolor,Versicolor,True,0.08435991359874606,na,na
id-32,classification_train,3,1,26,i-15,Versicolor,Versicolor,True,0.46430645324289793,na,na
id-32,classification_train,3,1,27,i-10,Versicolor,Setosa,False,0.5562133467756212,na,na
id-32,classification_train,3,1,28,i-5,Setosa,Setosa,True,0.5933589488267899,na,na
id-32,classification_train,3,1,29,i-14,Versicolor,Setosa,False,0.7257562046870589,na,na
id-32,classification_train,3,1,30,i-6,Setosa,Setosa,True,0.4957183240912855,na,na
id-32,classification_train,3,1,31,i-8,Versicolor,Versicolor,True,0.7265613568015397,na,na
id-32,classification_train,3,2,32,i-2,Setosa,Setosa,True,1.4377473476342857,na,na
id-32,classification_train,3,2,33,i-0,Setosa,Setosa,True,0.388816790189594,na,na
id-32,classification_train,3,2,34,i-4,Setosa,Versicolor,False,0.2328413473442197,na,na
id-32,classification_train,3,2,35,i-5,Setosa,Setosa,True,1.9279636861756444,na,na
id-32,classification_train,3,2,36,i-10,Versicolor,Setosa,False,0.4363101902417839,na,na
id-32,classification_train,3,2,37,i-11,Versicolor,Versicolor,True,0.7411444815807045,na,na
id-32,classification_train,3,2,38,i-15,Versicolor,Versicolor,True,0.1703605903312564,na,na
id-32,classification_train,3,2,39,i-6,Setosa,Setosa,True,0.3070842158049345,na,na
id-32,classification_train,3,2,40,i-8,Versicolor,Setosa,False,0.3189698155038059,na,na
id-32,classification_train,3,2,41,i-9,Versicolor,Versicolor,True,1.2450179536826909,na,na
id-32,classification_train,3,2,42,i-7,Setosa,Setosa,True,0.07695297431200743,na,na
id-32,classification_train,3,2,43,i-14,Versicolor,Versicolor,True,0.8989464156329632,na,na
id-32,classification_train,3,2,44,i-1,Setosa,Setosa,True,0.7621009577997029,na,na
id-32,classification_train,3,2,45,i-13,Versicolor,Versicolor,True,0.27129830187186604,na,na
id-32,classification_train,3,2,46,i-3,Setosa,Setosa,True,0.7664031605236232,na,na
id-32,classification_train,3,2,47,i-12,Versicolor,Versicolor,True,1.1768643814139068,na,na
id-32,classification_train,3,3,48,i-12,Versicolor,Versicolor,True,0.6736490684561431,na,na
id-32,classification_train,3,3,49,i-13,Versicolor,Versicolor,True,0.00025293417274951935,na,na
id-32,classification_train,3,3,50,i-7,Setosa,Setosa,True,0.09072002209722996,na,na
id-32,classification_test_gen,3,0,0,i-11,Versicolor,Versicolor,gen,5.058585765771569,na,na
id-32,classification_test_gen,3,0,1,g-11,gen,Setosa,gen,0.2613501003943384,na,na
id-32,classification_test_gen,3,0,2,i-2,Setosa,Setosa,gen,0.6305287191644311,na,na
id-32,classification_test_gen,3,0,3,g-1,gen,Setosa,gen,0.5312966597266495,na,na
id-32,classification_test_gen,3,0,4,i-4,Setosa,Versicolor,gen,0.11612370749935508,na,na
id-32,classification_test_gen,3,0,5,i-12,Versicolor,Versicolor,gen,0.13411979144439098,na,na
id-32,classification_test_gen,3,0,6,g-8,gen,Versicolor,gen,0.5321316081099212,na,na
id-32,classification_test_gen,3,0,7,i-1,Setosa,Setosa,gen,0.08408281160518527,na,na
id-32,classification_test_gen,3,0,8,g-2,gen,Setosa,gen,0.41597711155191053,na,na
id-32,classification_test_gen,3,0,9,g-5,gen,Setosa,gen,2.0323067419230942,na,na
id-32,classification_test_gen,3,0,10,i-8,Versicolor,Versicolor,gen,0.260802848264575,na,na
id-32,classification_test_gen,3,0,11,g-13,gen,Setosa,gen,0.16505691362544894,na,na
id-32,classification_test_gen,3,0,12,i-6,Setosa,Setosa,gen,0.05866985628381372,na,na
id-32,classification_test_gen,3,0,13,i-3,Setosa,Versicolor,gen,0.3498946879990399,na,na
id-32,classification_test_gen,3,0,14,i-14,Versicolor,Versicolor,gen,0.32077412493526936,na,na
id-32,classification_test_gen,3,0,15,g-3,gen,Versicolor,gen,1.5242343600839376,na,na
id-32,classification_test_gen,3,0,16,g-9,gen,Setosa,gen,0.3297092644497752,na,na
id-32,classification_test_gen,3,0,17,g-7,gen,Versicolor,gen,0.09584988933056593,na,na
id-32,classification_test_gen,3,0,18,g-6,gen,Setosa,gen,0.700481966137886,na,na
id-32,classification_test_gen,3,0,19,g-4,gen,Versicolor,gen,0.0002499548718333245,na,na
id-32,classification_test_gen,3,0,20,g-10,gen,Setosa,gen,0.41080255061388016,na,na
id-32,classification_test_gen,3,0,21,i-5,Setosa,Versicolor,gen,0.6632830617018044,na,na
id-32,classification_test_gen,3,0,22,i-0,Setosa,Setosa,gen,0.8956301277503371,na,na
id-32,classification_test_gen,3,0,23,i-10,Versicolor,Versicolor,gen,0.0002545895986258984,na,na
id-32,classification_test_gen,3,0,24,i-7,Setosa,Setosa,gen,2.9326856802217662,na,na
id-32,classification_test_gen,3,0,25,g-12,gen,Setosa,gen,3.153381540905684,na,na
id-32,classification_test_gen,3,0,26,i-13,Versicolor,Versicolor,gen,0.1774811572395265,na,na
id-32,classification_test_gen,3,0,27,i-15,Versicolor,Versicolor,gen,1.2194424453191461,na,na
id-32,classification_test_gen,3,0,28,g-0,gen,Setosa,gen,0.986977188847959,na,na
id-32,classification_test_gen,3,0,29,i-9,Versicolor,Versicolor,gen,2.91369507368654,na,na
id-48,classification_train,1,0,0,i-9,Versicolor,Versicolor,True,7.081262640655041,na,na
id-48,classification_train,1,0,1,i-8,Versicolor,Versicolor,True,1.9612613958306608,na,na
id-48,classification_train,1,0,2,i-10,Versicolor,Versicolor,True,1.5380580937489867,na,na
id-48,classification_train,1,0,3,i-3,Setosa,Versicolor,False,1.7695395536720753,na,na
id-48,classification_train,1,0,4,i-1,Setosa,Setosa,True,1.4642537543550134,na,na
id-48,classification_train,1,0,5,i-2,Setosa,Setosa,True,0.4254423151724041,na,na
id-48,classification_train,1,0,6,i-14,Versicolor,Setosa,False,1.0762605331838129,na,na
id-48,classification_train,1,0,7,i-13,Versicolor,Versicolor,True,1.0574654685333371,na,na
id-48,classification_train,1,0,8,i-6,Setosa,Setosa,True,0.8552795588038862,na,na
id-48,classification_train,1,0,9,i-11,Versicolor,Versicolor,True,0.0002588951028883457,na,na
id-48,classification_train,1,0,10,i-5,Setosa,Setosa,True,0.6988618210889399,na,na
id-48,classification_train,1,0,11,i-7,Setosa,Setosa,True,0.5037352750077844,na,na
id-48,classification_train,1,0,12,i-0,Setosa,Setosa,True,0.10526904743164778,na,na
id-48,classification_train,1,0,13,i-15,Versicolor,Versicolor,True,0.3421267215162516,na,na
id-48,classification_train,1,0,14,i-4,Setosa,Versicolor,False,0.00025161169469356537,na,na
id-48,classification_train,1,0,15,i-12,Versicolor,Setosa,False,4.5698101688176385,na,na
id-48,classification_train,1,1,16,i-11,Versicolor,Setosa,False,0.1849822895601392,na,na
id-48,classification_train,1,1,17,i-3,Setosa,Setosa,True,2.312907979357988,na,na
id-48,classification_train,1,1,18,i-2,Setosa,Setosa,True,0.1501224786043167,na,na
id-48,classification_train,1,1,19,i-9,Versicolor,Versicolor,True,0.03016427252441645,na,na
id-48,classification_train,1,1,20,i-4,Setosa,Versicolor,False,0.4905604217201471,na,na
id-48,classification_train,1,1,21,i-15,Versicolor,Versicolor,True,1.3388421954587102,na,na
id-48,classification_train,1,1,22,i-7,Setosa,Setosa,True,1.0074645914137363,na,na
id-48,classification_train,1,1,23,i-0,Setosa,Setosa,True,4.434719173237681,na,na
id-48,classification_train,1,1,24,i-10,Versicolor,Setosa,False,1.3151595732197163,na,na
id-48,classification_train,1,1,25,i-6,Setosa,Setosa,True,0.031065108720213175,na,na
id-48,classification_train,1,1,26,i-12,Versicolor,Setosa,False,0.1921737496741116,na,na
id-48,classification_train,1,1,27,i-5,Setosa,Setosa,True,2.1581839858554304,na,na
id-48,classification_train,1,1,28,i-13,Versicolor,Versicolor,True,0.4354442125186324,na,na
id-48,classification_train,1,1,29,i-8,Versicolor,Setosa,False,3.1676866319030523,na,na
id-48,classification_train,1,1,30,i-14,Versicolor,Setosa,False,1.765667051076889,na,na
id-48,classification_train,1,1,31,i-1,Setosa,Setosa,True,0.13923067087307572,na,na
id-48,classification_train,1,2,32,i-15,Versicolor,Versicolor,True,0.08894937857985498,na,na
id-48,classification_train,1,2,33,i-10,Versicolor,Setosa,False,0.32240863936021924,na,na
id-48,classification_train,1,2,34,i-0,Setosa,Setosa,True,0.2131671062670648,na,na
id-48,classification_train,1,2,35,i-14,Versicolor,Setosa,False,0.00017844559624791145,na,na
id-48,classification_train,1,2,36,i-1,Setosa,Setosa,True,0.2327242894098163,na,na
id-48,classification_train,1,2,37,i-12,Versicolor,Versicolor,True,2.801517417188734,na,na
id-48,classification_train,1,2,38,i-3,Setosa,Versicolor,False,0.7378748804330826,na,na
id-48,classification_train,1,2,39,i-4,Setosa,Versicolor,False,0.2802593717351556,na,na
id-48,classification_train,1,2,40,i-2,Setosa,Setosa,True,0.33500743424519897,na,na
id-48,classification_train,1,2,41,i-11,Versicolor,Versicolor,True,0.2889449424110353,na,na
id-48,classification_train,1,2,42,i-8,Versicolor,Setosa,False,0.00019102636724710464,na,na
id-48,classification_train,1,2,43,i-7,Setosa,Versicolor,False,0.34933506650850177,na,na
id-48,classification_train,1,2,44,i-6,Setosa,Setosa,True,0.192124089691788,na,na
id-48,classification_train,1,2,45,i-13,Versicolor,Versicolor,True,0.3509331317618489,na,na
id-48,classification_train,1,2,46,i-5,Setosa,Versicolor,False,0.16171780601143834,na,na
id-48,classification_train,1,2,47,i-9,Versicolor,Versicolor,True,0.2776492312550545,na,na
id-48,classification_train,1,3,48,i-3,Setosa,Setosa,True,0.0001804321072995663,na,na
id-48,classification_train,1,3,49,i-4,Setosa,Versicolor,False,1.4568103514611719,na,na
id-48,classification_train,1,3,50,i-13,Versicolor,Versicolor,True,0.4330413201823831,na,na
id-48,classification_train,1,3,51,i-8,Versicolor,Setosa,False,0.16628025518730286,na,na
id-48,classification_train,1,3,52,i-2,Setosa,Setosa,True,0.364674442447722,na,na
id-48,classification_train,1,3,53,i-7,Setosa,Setosa,True,0.15180397359654307,na,na
id-48,classification_train,1,3,54,i-0,Setosa,Setosa,True,0.00017877668142318726,na,na
id-48,classification_train,1,3,55,i-10,Versicolor,Setosa,False,0.6319175427779555,na,na
id-48,classification_train,1,3,56,i-11,Versicolor,Versicolor,True,0.3082005227915943,na,na
id-48,classification_train,1,3,57,i-1,Setosa,Setosa,True,0.8456679908558726,na,na
id-48,classification_train,1,3,58,i-12,Versicolor,Setosa,False,1.0960905170068145,na,na
id-48,classification_train,1,3,59,i-9,Versicolor,Versicolor,True,0.1005476862192154,na,na
id-48,classification_train,1,3,60,i-5,Setosa,Setosa,True,0.00017910776659846306,na,na
id-48,classification_train,1,3,61,i-15,Versicolor,Versicolor,True,0.05409883800894022,na,na
id-48,classification_train,1,3,62,i-6,Setosa,Setosa,True,0.08120073098689318,na,na
id-48,classification_train,1,3,63,i-14,Versicolor,Versicolor,True,0.41324642999097705,na,na
