,trial,block,s1,s2,connected,response,accuracy,rt,counter,id,condition
66,2,0,./static/experiments/de1c/materials/stim_files/10.png,./static/experiments/de1c/materials/stim_files/2.png,0,no,0,1191,1,131,3
67,3,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,no,0,1991,1,131,3
68,4,0,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/9.png,0,yes,1,1597,1,131,3
69,5,0,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/1.png,1,no,1,1062,1,131,3
70,6,0,./static/experiments/de1c/materials/stim_files/12.png,./static/experiments/de1c/materials/stim_files/4.png,0,no,0,1509,1,131,3
71,7,0,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/10.png,1,yes,0,2542,1,131,3
72,8,0,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,no,0,903,1,131,3
73,9,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/9.png,1,no,1,3195,1,131,3
74,10,0,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,1111,1,131,3
75,11,0,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/8.png,1,yes,0,1426,1,131,3
76,12,0,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/4.png,1,yes,0,1091,1,131,3
77,13,0,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,no,0,978,1,131,3
78,14,0,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,no,0,501,1,131,3
79,15,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/9.png,1,no,1,786,1,131,3
80,0,1,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,506,1,131,3
81,1,1,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/11.png,0,no,0,524,1,131,3
82,2,1,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/1.png,1,yes,0,863,1,131,3
83,3,1,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/10.png,1,no,1,386,1,131,3
84,4,1,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/9.png,1,yes,0,1243,1,131,3
85,5,1,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/4.png,1,yes,0,1223,1,131,3
86,6,1,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/9.png,1,no,1,625,1,131,3
87,7,1,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/9.png,0,no,0,1186,1,131,3
88,8,1,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,yes,1,2388,1,131,3
89,9,1,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/8.png,1,no,1,959,1,131,3
90,10,1,./static/experiments/de1c/materials/stim_files/10.png,./static/experiments/de1c/materials/stim_files/2.png,0,yes,1,1655,1,131,3
91,11,1,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,yes,1,995,1,131,3
92,12,1,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/4.png,1,yes,0,1435,1,131,3
93,13,1,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,no,0,2534,1,131,3
94,14,1,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/9.png,0,no,0,577,1,131,3
95,15,1,./static/experiments/de1c/materials/stim_files/10.png,./static/experiments/de1c/materials/stim_files/3.png,1,yes,0,890,1,131,3
96,0,2,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,651,1,131,3
97,1,2,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,715,1,131,3
98,2,2,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/1.png,1,no,1,970,1,131,3
99,3,2,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/10.png,1,no,1,1092,1,131,3
100,4,2,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/2.png,1,yes,0,1162,1,131,3
101,5,2,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,yes,1,902,1,131,3
102,6,2,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,no,0,963,1,131,3
103,7,2,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/4.png,1,yes,0,645,1,131,3
104,8,2,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,no,0,800,1,131,3
105,9,2,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/10.png,1,no,1,534,1,131,3
106,10,2,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/2.png,1,yes,0,675,1,131,3
107,11,2,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,no,0,567,1,131,3
108,12,2,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/8.png,1,yes,0,412,1,131,3
109,13,2,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/11.png,1,no,1,184,1,131,3
110,14,2,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,yes,1,148,1,131,3
111,15,2,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,no,0,144,1,131,3
112,0,3,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,185,1,131,3
113,1,3,./static/experiments/de1c/materials/stim_files/10.png,./static/experiments/de1c/materials/stim_files/2.png,0,no,0,159,1,131,3
114,2,3,./static/experiments/de1c/materials/stim_files/12.png,./static/experiments/de1c/materials/stim_files/4.png,0,yes,1,159,1,131,3
115,3,3,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/2.png,1,no,1,96,1,131,3
116,4,3,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/8.png,1,yes,0,32,1,131,3
117,5,3,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/4.png,1,no,1,24,1,131,3
118,6,3,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/11.png,0,yes,1,194,1,131,3
119,7,3,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/4.png,1,no,1,108,1,131,3
120,8,3,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/9.png,0,yes,1,61,1,131,3
121,9,3,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/10.png,1,no,1,93,1,131,3
122,10,3,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/1.png,1,yes,0,24,1,131,3
123,11,3,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/2.png,1,no,1,79,1,131,3
124,12,3,./static/experiments/de1c/materials/stim_files/10.png,./static/experiments/de1c/materials/stim_files/3.png,1,yes,0,26,1,131,3
125,13,3,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,no,0,84,1,131,3
126,14,3,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,yes,1,39,1,131,3
127,15,3,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/9.png,0,no,0,38,1,131,3
128,0,0,./static/experiments/de1c/materials/stim_files/5.png,./static/experiments/de1c/materials/stim_files/6.png,1,yes,0,16769,1,117,2
129,1,0,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/9.png,0,no,0,4605,1,117,2
130,2,0,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,no,0,3623,1,117,2
131,3,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,yes,1,6032,1,117,2
132,4,0,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/11.png,0,yes,1,2234,1,117,2
133,5,0,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,4924,1,117,2
134,6,0,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/7.png,1,no,1,3353,1,117,2
135,7,0,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/2.png,1,no,1,5448,1,117,2
136,8,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,yes,1,2941,1,117,2
137,9,0,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/4.png,1,no,1,1624,1,117,2
138,10,0,./static/experiments/de1c/materials/stim_files/5.png,./static/experiments/de1c/materials/stim_files/4.png,1,no,1,1857,1,117,2
139,11,0,./static/experiments/de1c/materials/stim_files/12.png,./static/experiments/de1c/materials/stim_files/4.png,0,yes,1,1484,1,117,2
140,12,0,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,yes,1,753,1,117,2
141,13,0,./static/experiments/de1c/materials/stim_files/6.png,./static/experiments/de1c/materials/stim_files/7.png,1,no,1,985,1,117,2
142,14,0,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/2.png,1,no,1,1106,1,117,2
143,0,1,./static/experiments/de1c/materials/stim_files/12.png,./static/experiments/de1c/materials/stim_files/4.png,0,yes,1,934,1,117,2
144,1,1,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/4.png,1,no,1,673,1,117,2
145,2,1,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,yes,1,1842,1,117,2
146,3,1,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/7.png,1,no,1,692,1,117,2
147,4,1,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/11.png,0,yes,1,721,1,117,2
148,5,1,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,3219,1,117,2
149,6,1,./static/experiments/de1c/materials/stim_files/6.png,./static/experiments/de1c/materials/stim_files/5.png,1,no,1,867,1,117,2
150,0,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,no,0,3523,1,124,4
151,1,0,./static/experiments/de1c/materials/stim_files/12.png,./static/experiments/de1c/materials/stim_files/8.png,1,yes,0,2658,1,124,4
152,2,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,yes,1,1723,1,124,4
153,3,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/6.png,1,yes,0,3091,1,124,4
154,4,0,./static/experiments/de1c/materials/stim_files/6.png,./static/experiments/de1c/materials/stim_files/10.png,1,yes,0,1252,1,124,4
155,5,0,./static/experiments/de1c/materials/stim_files/7.png,./static/experiments/de1c/materials/stim_files/3.png,1,yes,0,1228,1,124,4
156,6,0,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/9.png,0,no,0,1421,1,124,4
157,7,0,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,no,0,1385,1,124,4
158,8,0,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,no,0,1008,1,124,4
159,9,0,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/7.png,1,yes,0,1222,1,124,4
160,10,0,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,828,1,124,4
161,11,0,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,no,0,2315,1,124,4
162,12,0,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/5.png,1,yes,0,968,1,124,4
163,13,0,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/5.png,1,yes,0,759,1,124,4
164,14,0,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/8.png,1,no,1,634,1,124,4
165,15,0,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/9.png,0,yes,1,625,1,124,4
166,0,1,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,yes,1,430,1,124,4
167,1,1,./static/experiments/de1c/materials/stim_files/12.png,./static/experiments/de1c/materials/stim_files/4.png,0,no,0,863,1,124,4
168,2,1,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/6.png,1,yes,0,561,1,124,4
169,3,1,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/8.png,1,no,1,388,1,124,4
170,4,1,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/7.png,1,yes,0,727,1,124,4
171,5,1,./static/experiments/de1c/materials/stim_files/10.png,./static/experiments/de1c/materials/stim_files/2.png,0,no,0,2024,1,124,4
172,6,1,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,yes,1,1031,1,124,4
173,7,1,./static/experiments/de1c/materials/stim_files/10.png,./static/experiments/de1c/materials/stim_files/2.png,0,yes,1,936,1,124,4
174,8,1,./static/experiments/de1c/materials/stim_files/5.png,./static/experiments/de1c/materials/stim_files/9.png,1,yes,0,586,1,124,4
175,9,1,./static/experiments/de1c/materials/stim_files/7.png,./static/experiments/de1c/materials/stim_files/11.png,1,no,1,1245,1,124,4
176,10,1,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/11.png,0,yes,1,933,1,124,4
177,11,1,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,1399,1,124,4
178,12,1,./static/experiments/de1c/materials/stim_files/5.png,./static/experiments/de1c/materials/stim_files/1.png,1,no,1,1262,1,124,4
179,13,1,./static/experiments/de1c/materials/stim_files/6.png,./static/experiments/de1c/materials/stim_files/10.png,1,no,1,1048,1,124,4
180,14,1,./static/experiments/de1c/materials/stim_files/12.png,./static/experiments/de1c/materials/stim_files/4.png,0,yes,1,1122,1,124,4
181,15,1,./static/experiments/de1c/materials/stim_files/12.png,./static/experiments/de1c/materials/stim_files/8.png,1,no,1,1219,1,124,4
182,0,2,./static/experiments/de1c/materials/stim_files/5.png,./static/experiments/de1c/materials/stim_files/1.png,1,no,1,1251,1,124,4
183,1,2,./static/experiments/de1c/materials/stim_files/6.png,./static/experiments/de1c/materials/stim_files/2.png,1,no,1,2554,1,124,4
184,2,2,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,1231,1,124,4
185,3,2,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,800,1,124,4
186,4,2,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/4.png,1,no,1,1082,1,124,4
187,5,2,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/7.png,1,no,1,901,1,124,4
188,6,2,./static/experiments/de1c/materials/stim_files/10.png,./static/experiments/de1c/materials/stim_files/6.png,1,no,1,776,1,124,4
189,7,2,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/12.png,1,no,1,1179,1,124,4
190,8,2,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,yes,1,1295,1,124,4
191,9,2,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/5.png,1,no,1,1022,1,124,4
192,0,0,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/4.png,1,yes,0,10138,1,108,1
193,1,0,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,yes,1,2650,1,108,1
194,2,0,./static/experiments/de1c/materials/stim_files/6.png,./static/experiments/de1c/materials/stim_files/6.png,1,no,1,2026,1,108,1
195,3,0,./static/experiments/de1c/materials/stim_files/11.png,./static/experiments/de1c/materials/stim_files/3.png,0,yes,1,1643,1,108,1
196,4,0,./static/experiments/de1c/materials/stim_files/1.png,./static/experiments/de1c/materials/stim_files/1.png,1,no,1,1849,1,108,1
197,5,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,yes,1,1673,1,108,1
198,6,0,./static/experiments/de1c/materials/stim_files/7.png,./static/experiments/de1c/materials/stim_files/7.png,1,no,1,1400,1,108,1
199,7,0,./static/experiments/de1c/materials/stim_files/8.png,./static/experiments/de1c/materials/stim_files/8.png,1,no,1,2251,1,108,1
200,8,0,./static/experiments/de1c/materials/stim_files/5.png,./static/experiments/de1c/materials/stim_files/5.png,1,no,1,1243,1,108,1
201,9,0,./static/experiments/de1c/materials/stim_files/4.png,./static/experiments/de1c/materials/stim_files/12.png,0,yes,1,1067,1,108,1
202,10,0,./static/experiments/de1c/materials/stim_files/9.png,./static/experiments/de1c/materials/stim_files/1.png,0,yes,1,972,1,108,1
203,11,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/10.png,0,yes,1,1226,1,108,1
204,12,0,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/11.png,0,yes,1,1048,1,108,1
205,13,0,./static/experiments/de1c/materials/stim_files/2.png,./static/experiments/de1c/materials/stim_files/2.png,1,no,1,809,1,108,1
206,14,0,./static/experiments/de1c/materials/stim_files/3.png,./static/experiments/de1c/materials/stim_files/3.png,1,no,1,905,1,108,1
